Dataset Name,Question
co-est2002-01-05.csv,"so what county in the year 2000 , had the greatest amount of people ?"
co-est2002-01-05.csv,"in 2000 , what county claimed the biggest population ?"
co-est2002-01-05.csv,can you find what country has the largest population in 2000 ?
co-est2002-01-05.csv,"in 2000 , which country has the largest population ?"
co-est2002-01-05.csv,list which country had the largest population in 2000 ?
co-est2002-01-05.csv,the largest population in 2000 county
top-50-us-universities.csv,identify which university has the most faculties and is located in london .
top-50-us-universities.csv,find the university in london with the most faculties .
top-50-us-universities.csv,which university located in london has the most faculties ?
top-50-us-universities.csv,show me which university has the most faculties and is located in london .
top-50-us-universities.csv,which university in london has the most faculties ?
top-50-us-universities.csv,which london university has the highest number of faculties ?
top-50-us-universities.csv,of all the universities in london find the one that has the most faculties
top-50-us-universities.csv,what is the name of the university in london with the most faculties ?
top-50-us-universities.csv,"from all of the universities in london , list the one who has the most faculties ."
top-50-us-universities.csv,provide the name of the university that is in london and also has the most faculties .
top-50-us-universities.csv,tell me the universities in london that have the most faculties .
top-50-us-universities.csv,research which university has the most faculties and is located in london .
top-50-us-universities.csv,what is the university in london with more faculties ?
sub-est2002-01.csv,"which city in california , texas , and oregon has the fewest population but reached 300,000 in 2009 ?"
sub-est2002-01.csv,"within the states of california , texas and oregon , which city had the lowest population but grew to 300,000 in 2009 ?"
sub-est2002-01.csv,"name cities in texas , california , and oregon that had a population of at least 300,000 in 2009 , but still have the lowest populations ."
sub-est2002-01.csv,"out of california , texas , and oregon , which state reached the population of 300,000 in 2009 but had the least population from those mentioned ?"
sub-est2002-01.csv,"out of california , texas , and oregon , which city has the smallest population but in 2009 reached 300,000 ?"
sub-est2002-01.csv,"in 2009 where in california , texas and oregon do they have the fewest population but that reaches 300,000 ?"
sub-est2002-01.csv,"name the city with the least population , but reached 300,000 in 2009 , in california , texas and oregon ."
sub-est2002-01.csv,"in california , texas , and oregon , what city reached a population of 300,000 in 2009 ?"
sub-est2002-01.csv,"list the cities in california , texas and oregon with the fewest population reaching 300,000 in 2009 ."
sub-est2002-01.csv,"what is the city with population closest , but not less than 300,000 in california , texas , and oregon in 2009"
sub-est2002-01.csv,"can you tell me the city in california , texas , and oregon that has the fewest population but reached 300,000 in 2009 ?"
sub-est2002-01.csv,"show me the smallest population in california , texas and oregon that reached 300,000 in 2009 ."
sub-est2002-01.csv,"what are the cities with the lowest 2009 populations over 300,000 in california , texas , and oregon ?"
sub-est2002-01.csv,"show me cities in california , texas , and oregon whose population grew to three hundred thousand in the year 2009 ."
sub-est2002-01.csv,"which cities in oregon , calfornia and texas had their populations reach 300000 in 2009 ?"
sub-est2002-01.csv,"show me the cities in california , texas , and oregon in 2009 that has the least population with at least 300,000 ."
sub-est2002-01.csv,which is the city is population reached in 300000 in 2009 in usa ?
sub-est2002-01.csv,"which state has the largest population , excluding california ?"
sub-est2002-01.csv,excluding california name the state that has the largest population ?
sub-est2002-01.csv,"without including california , which state is the most popullated ?"
sub-est2002-01.csv,"not including california , which state is largest in population ?"
sub-est2002-01.csv,"not including california , which state has the most people ?"
sub-est2002-01.csv,"other than california , which state has the largest population ?"
sub-est2002-01.csv,"excluding california , what is the most populated state ?"
sub-est2002-01.csv,"excluding california , show me the state that has the largest population ."
sub-est2002-01.csv,"except for california , which state has the most people ?"
sub-est2002-01.csv,"aside from california , in what state can the largest population be found ?"
sub-est2002-01.csv,"outside california , which state has the most people ?"
sub-est2002-01.csv,"tell me the state with the largest population , excluding california ."
sub-est2002-01.csv,"tell me the state that has the largest population , excluding california ."
sub-est2002-01.csv,which state has the largest population after california ?
sub-est2002-01.csv,which of the states is largest population not including california ?
sub-est2002-01.csv,"other than california , what state has the most people residing in it ?"
sub-est2002-01.csv,"besides california , which state is largely populated ?"
sub-est2002-01.csv,which stste has the largest population excluding california ?
World Happiness Report 2015.csv,which country has the happiest people despite being poor ?
World Happiness Report 2015.csv,in spite of poverty levels which contry has the happiest population ?
World Happiness Report 2015.csv,"despite being poor , what is the country that has the happiest people ?"
World Happiness Report 2015.csv,"despite being poor , what country has the happiest population ?"
World Happiness Report 2015.csv,show me the country that despite being poor has the happiest people .
World Happiness Report 2015.csv,what poverty stricken country has the happiest population ?
World Happiness Report 2015.csv,"what country , despite being poor , has the happiest people ?"
World Happiness Report 2015.csv,"show me the county that despite being poor , has the happiest people ."
World Happiness Report 2015.csv,what is the name of the country with the happiest people although being poor ?
World Happiness Report 2015.csv,what poor country has the happiest people ?
list-of-top-100-tallest-buildings.csv,what is the tallest building in taiwan ?
list-of-top-100-tallest-buildings.csv,what is the name of taiwan 's tallest building ?
list-of-top-100-tallest-buildings.csv,which building is taiwan 's tallest ?
list-of-top-100-tallest-buildings.csv,can you tell me what the tallest building in taiwan is ?
list-of-top-100-tallest-buildings.csv,which building in taiwan is the tallest ?
list-of-top-100-tallest-buildings.csv,can you tell me the tallest building in taiwan ?
list-of-top-100-tallest-buildings.csv,what is the name of the tallest building in taiwan ?
list-of-top-100-tallest-buildings.csv,do you know what the tallest building in taiwan is ?
list-of-top-100-tallest-buildings.csv,which building in taiwan is the highest ?
list-of-top-100-tallest-buildings.csv,please tell me the tallest building in taiwan .
list-of-top-100-tallest-buildings.csv,which building is the highest in taiwan ?
list-of-top-100-tallest-buildings.csv,can you tell me the highest building in taiwan ?
list-of-top-100-tallest-buildings.csv,can you tell me the name of the tallest building in taiwan ?
list-of-top-100-tallest-buildings.csv,tell me the tallest building in taiwan now .
list-of-top-100-tallest-buildings.csv,which building in taiwan is the biggest ?
list-of-top-100-tallest-buildings.csv,retrieve the building that is tallest in the city of taiwan 's skyline .
list-of-top-100-tallest-buildings.csv,please tell me the building that is the tallest in taiwan .
european-gdp-and-containerized-tra-2.csv,what is the lowest mteu in eastern europe ?
european-gdp-and-containerized-tra-2.csv,find the lowest mteu in eastern europe .
european-gdp-and-containerized-tra-2.csv,which mteu is lowest in eastern europe
european-gdp-and-containerized-tra-2.csv,can you tell me the lowest mteu in eastern europe ?
european-gdp-and-containerized-tra-2.csv,which mteu is the lowest when considering eastern europe ?
european-gdp-and-containerized-tra-2.csv,which country in eastern europe has the lowest mteu ?
european-gdp-and-containerized-tra-2.csv,what mteu is smallest among the countries in eastern europe ?
european-gdp-and-containerized-tra-2.csv,"in eastern europe , can you calculate the lowest mteu ?"
european-gdp-and-containerized-tra-2.csv,can you please tell me the lowest mteu in eastern europe ?
european-gdp-and-containerized-tra-2.csv,what area in eastern europe has the lowest mteu ?
european-gdp-and-containerized-tra-2.csv,tell me the lowest mteu in eastern europe .
european-gdp-and-containerized-tra-2.csv,show me where in eastern europe the mteu is lowest
european-gdp-and-containerized-tra-2.csv,"regarding eastern europe , what is the smallest mteu ?"
european-gdp-and-containerized-tra-2.csv,"when considering easter europe as a region , what is the smallest mteo reported ?"
european-gdp-and-containerized-tra-2.csv,show me the lowest mteu in eastern europe !
european-gdp-and-containerized-tra-2.csv,eastern europes lowest mteu is where ?
european-gdp-and-containerized-tra-2.csv,"in eastern europe , what is the lowers number for mteu ?"
googleplaystore.csv,"among all the free apps , which ones have the highest ratings ?"
googleplaystore.csv,what free apps have the highest ratings ?
googleplaystore.csv,"in terms of the top ranking free apps , which ones rank the highest ?"
googleplaystore.csv,which of the free apps have the highest ratings ?
googleplaystore.csv,what free apps are rated the highest ?
googleplaystore.csv,which free apps have the highest ratings ?
googleplaystore.csv,what apps have the highest ratings that are free ?
googleplaystore.csv,what are the highest rated free apps ?
googleplaystore.csv,which free app has the highest rating ?
googleplaystore.csv,list the free apps that have the highest ratings .
googleplaystore.csv,which free apps have the best reviews ?
googleplaystore.csv,which app has the highest ratings of all the apps that are free ?
googleplaystore.csv,show me the free app with the highest rating
googleplaystore.csv,what are the best rated apps that are free ?
googleplaystore.csv,please tell me apps that are highest rated .
googleplaystore.csv,which free app have the highest rating ?
googleplaystore.csv,"considering apps with no payment requirement , list those containing the best ratings ."
googleplaystore.csv,the highest ratings goes to which free app ?
Suicide.csv,when does the largest number of suicides in albania appear ?
Suicide.csv,in what year did albania have the largest number of suicides ?
Suicide.csv,when does the highest number of suicide occur in albania ?
Suicide.csv,find out when the greatest number of suicides occur in albania .
Suicide.csv,can you tell me when the largest number of suicides in albania appear ?
Suicide.csv,when was the largest number of suicide in albania ?
Suicide.csv,can you tell me when the largest number of suicides in albania appears ?
Suicide.csv,when were the largest number of suicides in albania ?
Suicide.csv,tell me when the largest number of suicides in albania appear
Suicide.csv,what time of the year does albania have the largest number of suicides ?
Suicide.csv,find the time in which albania had the greatest amount people who died from suicide .
Suicide.csv,"for suicides in in albania , when is the largest number ?"
Suicide.csv,are people at the age of 15 -24 years likely to die by suicide than other ages ?
Suicide.csv,are suicides more common among 15 -24 year olds compared to other ages ?
Suicide.csv,is the probability that people aged 15 -24 die more likely from suicide compared to other ages ?
Suicide.csv,is the 15 -24 year bracket more likely than other ages to die by suicide ?
Suicide.csv,"considering the age range of 15 -24 years old , are they more likely to die by suicide than groups of other ages ?"
Suicide.csv,are deaths by suicide at the age of 15 -24 more likely than at other ages ?
Suicide.csv,can you tell me if people ages 15 -24 years old are likely to die by suicide than other ages ?
Suicide.csv,are people aged 15 -24 more likely to die by suicide than other age groups ?
Suicide.csv,can you tell me if people at the age of 15 -24 years are more likely to die by suicide than other ages ?
Suicide.csv,are 15 -24 year olds more likely to die by suicide than any other age ?
Suicide.csv,can you tell me if people at the age of 15 -24 years are likely to die by suicide than other ages ?
Suicide.csv,how likely is it that people ages 15 -24 will die by suicide compared to other ages ?
Suicide.csv,can you tell me if people between the ages of 15 -24 are most likely to die by suicide then other ages ?
Suicide.csv,statistically what is the rate of suicide for 15 -24 year old compared to other ages ?
Suicide.csv,how much more likely are people ages 15 -24 to die by suicide that other age groups ?
Suicide.csv,do more people from the ages of 15 -24 commit suicide than other age groups ?
Undergraduate_Postgraduate.csv,find the country with the most undergraduate students in 2001 .
Undergraduate_Postgraduate.csv,which country had the most undergrad students in 2001 ?
Undergraduate_Postgraduate.csv,"in 2001 , which nation had the highest number of undergraduate students ?"
Undergraduate_Postgraduate.csv,show me which country had the most undergrad students in 2001 .
Undergraduate_Postgraduate.csv,determine which nation had the most undergraduate students in the year 2001 .
Undergraduate_Postgraduate.csv,locate the country that has the most undergraduate students in 2001 .
Undergraduate_Postgraduate.csv,find the country with the maximum undergraduate college students in 2001 .
Undergraduate_Postgraduate.csv,what country had the most undergraduate students in 2001 ?
Undergraduate_Postgraduate.csv,which country had the highest number of undergraduate students in 2001 ?
Undergraduate_Postgraduate.csv,which country had the most undergraduate students in 2001 ?
Undergraduate_Postgraduate.csv,in the year 2001 which country had the most undergraduate students ?
Undergraduate_Postgraduate.csv,can you show me the country with the most undergraduate students in 2001
life-expectancy-by-state.csv,i am curious about which state has the longest life expectancy in america .
life-expectancy-by-state.csv,i 'd like to know which american state has the longest life expectancy .
life-expectancy-by-state.csv,i am very eager to know about the state that has the longest life expectancy in america .
life-expectancy-by-state.csv,which american state has the longest expectancy of life ?
life-expectancy-by-state.csv,i want to know the state with the longest life expectancy in america
life-expectancy-by-state.csv,i am interested in knowing which state in the united states has the highest life expectancy ?
life-expectancy-by-state.csv,i am wondering about which state in america is ranked first in terms of the longest life expectancy .
life-expectancy-by-state.csv,"out of curiosity , can you tell me which state in the united states of america has the very longest life expectancy ?"
life-expectancy-by-state.csv,what state in america has the longest life expectancy ?
life-expectancy-by-state.csv,which american state has the longest life expectancy ?
life-expectancy-by-state.csv,"in america , what state has the longest life expectancy ?"
life-expectancy-by-state.csv,what state has the highest life expectancy in america ?
life-expectancy-by-state.csv,which state has the longest life expectancy in america
life-expectancy-by-state.csv,i wonder about the longest life expectancy for each american state . can you tell me which state has the longest expectancy ?
life-expectancy-by-state.csv,i have an inquisition as to the state with the most protracted life expectancy in america .
grade-records.csv,i really want to know who received the highest total score in class 4 .
grade-records.csv,i 'm itching to know the highest total score receiver in class 4 .
grade-records.csv,"in class 4 , what person received the highest total score ?"
grade-records.csv,who was the recipient in class 4 of the highest total score ?
grade-records.csv,who received the highest total score in class 4 ?
grade-records.csv,can you tell me who received the highest total score from class 4 ?
grade-records.csv,who in class 4 had the highest score ?
grade-records.csv,"it is important to me to know the name of the person in class 4 who achieved high score ,"
grade-records.csv,i am curious about the person with the highest total score in class 4
grade-records.csv,who got the highest score in class 4 ?
grade-records.csv,show who received the highest total score in class 4 ?
grade-records.csv,who in class 4 earned the higest score ?
grade-records.csv,tell me who got the highest score in class 4 .
grade-records.csv,"in class 4 , who received the highest score ?"
grade-records.csv,in the class 4 division i would really love to know who received the highest score ?
grade-records.csv,can you tell me who in class 4 got the highest total ?
grade-records.csv,who was class 4 's highest scorer
grade-records.csv,what are the maximum and minimum scores received in the midterm exam among all the boys ?
grade-records.csv,"among all the boys , what 's the range of scores received in the midterm exam ?"
grade-records.csv,in the boys ' midterm exams what were their highest and lowest scores ?
grade-records.csv,can you tell me the minimum and maximum scores received on the midterm exam among all boys ?
grade-records.csv,what is the highest and lowest score among the boys for the midterm exam ?
grade-records.csv,"among boys taking the midterm exam , what was the highest and lowest score ?"
grade-records.csv,what are the lowest and highest results on the midterm exam among men ?
grade-records.csv,"taking into consideration all the boys who took the midterm exam , give me the highest and lowest scores ."
grade-records.csv,what are the maximum and minimum scores received by boys in the midterm exam ?
grade-records.csv,"among the males who took the midterm , what are the highest and lowest scores ?"
grade-records.csv,tell me the highest and the lowest scores all the boys had in the midterm exam
grade-records.csv,i would like to know what the highest score and what the lowest score among the boys for the midterm exam .
grade-records.csv,for the midterm exam what was the range of all the boys scores ?
grade-records.csv,what are the most and least scores made in the midterms for the total number of boys ?
grade-records.csv,"considering the boys , what was the maximum and minimum scores received for the midterm exam ?"
grade-records.csv,what high and low scores did the boys get in their mid term exams ?
grade-records.csv,which class has the most number of students who received an a ?
grade-records.csv,can you tell me which class has the greatest amount of students who earned an a ?
grade-records.csv,which class had the most students who received an a ?
grade-records.csv,tell me which class contained the highest number of students who received an a .
grade-records.csv,which class has the most students who recieved a a ?
grade-records.csv,can you tell me which class has the most students who received an a ?
grade-records.csv,can you tell me which class had the most students that received an a ?
grade-records.csv,can you tell me the class with the greatest number of students who earned an a ?
grade-records.csv,"among the classes , which one held the most students scoring an a ?"
grade-records.csv,which class has the highest rate of as ?
grade-records.csv,do you know which is the class with the highest numbr of studens who rceived an a ?
grade-records.csv,can you tell me the class with the highest number of students who got an a ?
grade-records.csv,which class has the larger number of students who received an a ?
grade-records.csv,"looking at the amount of students who earned an a , which class has the most ?"
grade-records.csv,in which class will you find the most a students ?
grade-records.csv,which class has the highest numner of a students ?
births.csv,what is the maximum number of births in all the neighborhoods in 2007 ?
births.csv,show me the maximum number of births in all the neighborhoods in 2007 .
births.csv,tell me the maximum number of births in all the neighborhoods in 2007 .
births.csv,find the largest number of births in all neighborhoods in the year 2007 .
births.csv,retrieve the highest number of births in 2007 for all neighborhoods .
births.csv,"in all neighborhoods in 2007 , what was the maximum number of births ?"
births.csv,what is the highest total number of births across all areas in 2007 ?
births.csv,tell me the maximum number of births in all neighborhoods in the year 2007
births.csv,in 2007 what is the max number of births within all neighborhoods ?
births.csv,what is the highest rate of births from all neighborhoods in 2007 ?
births.csv,what is the number of total people born in all neighborhoods combined in 2007 ?
births.csv,can you tell me the maximum number of births in 2007 in all the neighborhoods ?
births.csv,"in all the neighborhoods , what was the maximum number of all children born in 2007 ?"
births.csv,"for 2007 , identify the largest number of births for all neighborhoods"
births.csv,retrieve the max amount of births in all neighborhoods in the year of 2007
births.csv,what is the max number of neighborhood births in 2007 ?
births.csv,find the minimum number of male births in all neighborhoods across the years .
births.csv,"across the years , what is the minimum number of male births in all the neighborhoods ?"
births.csv,tell me the minimum number of male births in all neighborhoods across the years .
births.csv,give me the minimum number of births throughout all neighborhoods through all years .
births.csv,show me the minimum amount of male births in all neighborhoods across the years .
births.csv,list over the years the lowest number of male birth in all neighborhoods .
births.csv,"in all neighborhoods , what is the minimum number of male births over all the years ?"
births.csv,"looking across all dates , what is the lowest number of males born in any of the neighborhoods"
births.csv,what is the minimum number of male births in all neighborhoods across the years ?
births.csv,retrieve the minimum number of male births in the past for all neighborhoods .
births.csv,what is the smallest amount of male births in all neighborhoods within many years
births.csv,what was the lowest number of male births in all the neighborhoods ?
births.csv,identify the lowest annual male birth total for each neighborhood .
births.csv,what is the total number of males born in all combined neighborhoods ever ?
births.csv,what was number of male births in the year with the lowest number of male births ?
top250-00-19.csv,what is the highest market value of the center forward in the 2011�C2012 season ?
top250-00-19.csv,"during the 2011 -2012 season , what was the highest market value for the center forward position ?"
top250-00-19.csv,"for the center forward position , what was the highest market value for the 2011 -2012 season ?"
top250-00-19.csv,can you tell me the highest market value of the 2011 -2012 center forward ?
top250-00-19.csv,"in the 2011 -2012 season , what was the highest market value of the center forward ?"
top250-00-19.csv,point out the highest market value of the center forward in the season of 2011 -2012 .
top250-00-19.csv,in the 2011 -2012 season what is the highest market value of the center forward ?
top250-00-19.csv,what is the highest market value of the center forward in the 2011 -2012 season ?
top250-00-19.csv,"in 2011 -2012 , what was the greatest market value for a center forward ?"
top250-00-19.csv,what 's the highest market value of the center forward in the 2011�C2012 season ?
top250-00-19.csv,"in 2011 -2012 season , tell me the highest market value of the center forward"
top250-00-19.csv,in 2011 -2012 season which center forward has the highest market value ?
top250-00-19.csv,can you tell me the highest market value of the center forward in the 2011 -2012 season ?
top250-00-19.csv,"in the 2011 -2012 season , which center forward was noted with the highest potential worth in the draft market ?"
top250-00-19.csv,obtain the highest market value of the center forward in the 2011 -2012 season .
top250-00-19.csv,what would be the highest market value for the center forward in the 2011 -20123 season ?
top250-00-19.csv,show me the highest value of the center forward 2011 -2012 season ?
top250-00-19.csv,determine the earliest season in which manchester city traded players with fc barcelona .
top250-00-19.csv,what is the earliest season that manchester city traded with fc barcelona ?
top250-00-19.csv,what season did manchester city first trade players with fc barcelona ?
top250-00-19.csv,which was the earliest season when manchester city traded with fc barcelona
top250-00-19.csv,what season was the first time fc barcelona traded players with manchester city ?
top250-00-19.csv,can you tell me the earliest season in which manchester city traded with fc barcelona ?
top250-00-19.csv,what was the earliest season that manchester city traded players with fc barcelona ?
top250-00-19.csv,what was the earliest season of traded players from manchester city to fc barcelona ?
top250-00-19.csv,what is the earliest season that manchester city and fc barcelona traded players ?
top250-00-19.csv,"manchester city traded players with fc barcelona , which season that they traded during was the earliest ?"
top250-00-19.csv,what is the earliest season fc barcelona and manchester city traded players ?
top250-00-19.csv,when was the first season that manchester city and fc barcelona traded players .
top250-00-19.csv,when is the earliest season that manchester city made a trade with fc barcelona ?
top250-00-19.csv,in what seasons did the manchester city begin to trade players with fc barcelona ?
top250-00-19.csv,"when manchester city traded players to fc barcelona , what was the earliest season they did that ?"
top250-00-19.csv,manchester city initiialy began trading players with fc barcelona in which season ?
top250-00-19.csv,fc barcelona traded players with manchester city in what earliest season ?
golden_globe_awards.csv,point out the earliest film produced that won in the 60th ceremony ( in any category ) .
golden_globe_awards.csv,"what is the name of the earliest film produced , in any category , that won in the 60th ceremony ?"
golden_globe_awards.csv,"regardless of category , what winning film from the 60th ceremony was the earliest produced ?"
golden_globe_awards.csv,what is the earliest film produced that won in the 60th ceremony in any category ?
golden_globe_awards.csv,"for any category , tell me the earliest film produced that won at the 60th ceremony ?"
golden_globe_awards.csv,which film was the earliest produced that won in the 60th ceremony in any category ?
golden_globe_awards.csv,"choosing any category , what was the earliest film produced that won in the 60th ceremony ?"
golden_globe_awards.csv,distinguish the earliest film produced that won in the 60th ceremony for any category .
golden_globe_awards.csv,what was the earliest produced winning film in any category in the 60th ceremony ?
golden_globe_awards.csv,show me the earliest film that was produced that won in the 60th ceremony ( in any category ) .
golden_globe_awards.csv,tell me what was the earliest film produced that won in a category at the 60 ceremony ?
golden_globe_awards.csv,"tell me the film in the 60th ceremony , any category , that had the earliest film produced ."
golden_globe_awards.csv,"what was the earliest film produced , in any category , that in the 60th ceremony won ?"
golden_globe_awards.csv,what wss the earliest produced film winning in any category in the 60th ceremony ?
golden_globe_awards.csv,"which film , that won in any category in the 60th ceremony , was the earliest to be produced ?"
golden_globe_awards.csv,"in any category , what film was created the earliest that won in the 60th ceremony ?"
golden_globe_awards.csv,which actor has won the most awards since 2003 ( until 2020 ) ?
golden_globe_awards.csv,"from 2003 to date , who is the most awarded actor ?"
golden_globe_awards.csv,"between 2003 and 2020 , which actor has been the most award winning ?"
golden_globe_awards.csv,tell me the actor that has won the most awards from the years of 2003 to 2020 .
golden_globe_awards.csv,between 2003 and 2020 what actor has the most awards ?
golden_globe_awards.csv,what actor won the most awards between 2003 -2020 ?
golden_globe_awards.csv,which actor has won the most awards within 2003 -2020 ?
golden_globe_awards.csv,"from 2003 to 2020 , which actor has won the most awards ?"
golden_globe_awards.csv,who is the actor that has won the most awards from 2003 to 2020 ?
golden_globe_awards.csv,"until 2020 , what is the name of the actor who won the most awards since 2003 ?"
golden_globe_awards.csv,between 2003 and 2010 which actor won the most awards ?
golden_globe_awards.csv,who was the actor that won the most awards since 2003 ( until 2020 ) ?
golden_globe_awards.csv,can you tell me which actor has won the most awards from 2003 till 2020 ?
golden_globe_awards.csv,from 2003 to 2020 which actor has taken the most awards home ?
googleplaystore.csv,"find out the highest rating app among the apps with over 1,000 reviews ."
googleplaystore.csv,"what is the highest rated app that has over 1,000 reviews ?"
googleplaystore.csv,"among apps with over 1,000 reviews , which is the highest rated ?"
googleplaystore.csv,"tell me which app with over 1,000 reviews is rated the highest ."
googleplaystore.csv,"from a list of only the apps with over 1,000 reviews , find the one that has the highest rating ."
googleplaystore.csv,"what app has the highest rating with over 1,000 reviews ?"
googleplaystore.csv,"which one is the highest rating app among the apps with over 1,000 reviews ?"
googleplaystore.csv,"amongst those apps reviewed over 1,000 times , what is the highest rated app ?"
googleplaystore.csv,which app ranks first among all with over 1000 reviews ?
googleplaystore.csv,"search the highest rating app among the apps with over 1,000 reviews ."
googleplaystore.csv,"identify the highest rating app which is over 1,000 reviews ."
googleplaystore.csv,list the highest rated apps with a minimun of 1000 reviews .
googleplaystore.csv,which app with more than 1000 reviews has the highest rating ?
googleplaystore.csv,"of the apps with over 1,000 reviews , which has the highest rating ?"
googleplaystore.csv,"what is the highest rated app with over 1,000 reviews ?"
googleplaystore.csv,"what are the highest rating apps with over 1,000 reviews ?"
population.csv,which county in california has the highest percentage of the native american population ?
population.csv,tell me which california county has the highest population percentages of native americans .
population.csv,find the california county with the greatest native american population percentage .
population.csv,show me the county in california with the highest percentage of native american population .
population.csv,name the californian county with the greatest percentage of native american population .
population.csv,what is the name of the county from california that has the highest percentage of the native american population ?
population.csv,can you show which county in california has the highest percentage of the native american population ?
population.csv,tell me which county in california has the highest percentage of native americans .
population.csv,show me the california county with the highest native american population .
population.csv,show me the county in california which has the highest percentage of native americans .
population.csv,find the county that has the highest percentage of native americans in california
population.csv,look up which county in california has the highest percentage of native americans .
population.csv,what california county has the highest native american population ?
population.csv,which california county represents the highest of native american population ?
population.csv,which county in california that has the most native american population ?
population.csv,what county in ca . has the highest number of native americans ?
population.csv,which california county has the highest population of indigenous peooples ?
schools.csv,which private school has the best pass rate from 1997 to 2020 ?
schools.csv,tell me the private school that had the best pass rate from 1997 to 2020 .
schools.csv,"from 1997 -2020 , please find which private school has the best pass rate ."
schools.csv,what private school had the best pass rates from 1997 to 2020 ?
schools.csv,"between 1997 to 2020 , which private school has the highest pass rate ?"
schools.csv,show me the private schools with the best pass rate from 1997 to 2020 .
schools.csv,show me the private school that has the top pass rate from the years 1997 to 2020 .
schools.csv,from 1997 to 2020 indicate private school that has the best pass rate ?
schools.csv,between 1997 and 2020 which private schools had the best pass rates
schools.csv,what is the top private school in pass rate fro 1997 until 2020 ?
schools.csv,"from 1997 until 2020 , which non -public schools were listed as having the best pass rate ?"
schools.csv,which school has the worst pass rate in geita ?
schools.csv,can you tell me what school in geita has the worst pass rate ?
schools.csv,find the school with the lowest pass rate in geita
schools.csv,what school has the worst passage rate in geita ?
schools.csv,can you tell me the school with worst pass rate in geita ?
schools.csv,"in geita , tell me which school is listed as having the worst pass rate ."
schools.csv,determine a school in geita that has the worst pass rate .
schools.csv,"in geita , show me the school that has the worst pass rate ."
schools.csv,show me the school with the worst pass rate in the region of geita .
schools.csv,determine which school in geita had the worst pass rate .
schools.csv,show me the school in geita with the worst pass rate .
schools.csv,which geita school has the lowest pass rate ?
schools.csv,could you tell me the school in geita with the worst pass rate ?
schools.csv,"in geita ,what is the school with the lowest passing rates ?"
schools.csv,what school has the worst pass rate in geita .
schools.csv,show me the school that has the lowest pass rate in geita .
schools.csv,what is the names of the school in geita that has the worst pass rate ?
