Dataset Name,Question
JPvideos.csv,which videos have dislikes ?
JPvideos.csv,give me videos that have received dislikes .
JPvideos.csv,how many videos have dislikes ?
JPvideos.csv,show if any vdeos have dislikes .
JPvideos.csv,has the dislike button been activated on any videos ?
JPvideos.csv,which videos are disliked ?
JPvideos.csv,is it possible to identify any video with deslikes ?
JPvideos.csv,are there any videos with missing thumbnail links ?
JPvideos.csv,are there any thumbnail links that are missing in videos ?
JPvideos.csv,i would like to know if any of these videos contain any missing thumbnail links ?
JPvideos.csv,determine if thumbnail links are missing on any of the videos .
JPvideos.csv,do any videos contain missing thumbnail links ?
JPvideos.csv,are there missing thumbnail links for any of the videos ?
JPvideos.csv,could you show me if any videos have missing thumbnail links ?
JPvideos.csv,what videos are missing thumbnail links ?
JPvideos.csv,are there any thumbnail links that are missing from the videos ?
JPvideos.csv,which videos are missing thumbnail links ?
JPvideos.csv,how many videos have missing thumbnail links ?
JPvideos.csv,which of the videos lack thumbnail links ?
JPvideos.csv,which videos have missing thumbnail links ?
JPvideos.csv,i would like ot know if any videos are missing thumbnail links .
JPvideos.csv,how many videos have thumbnail links that are missing ?
JPvideos.csv,are any of the videos posted missing links to access them ?
JPvideos.csv,where are the videos with missing thumbnail links ?
JPvideos.csv,"identify videos with missing thumbnail links , as applicable ."
googleplaystore.csv,are there any free apps that cost more than 0 ?
googleplaystore.csv,tell me if there are any free apps that cost more than $0 dollars .
googleplaystore.csv,find me any free apps with a cost greater than 0 .
googleplaystore.csv,do any free apps exist that cost more than 0 ?
googleplaystore.csv,which apps cost more than 0 that are free ?
googleplaystore.csv,what free apps cost more than 0 ?
googleplaystore.csv,can you tell me if there are any free apps that cost more than 0 ?
googleplaystore.csv,which free apps cost more than 0 ?
googleplaystore.csv,which free app costs above 0 ?
googleplaystore.csv,show the free apps that cost more than 0 .
googleplaystore.csv,can you tell me if there are any apps that cost more than 0 that are also free ?
googleplaystore.csv,which free app cost more than 0 usd ?
googleplaystore.csv,show me apps priced above 0 and are free .
googleplaystore.csv,could there be free apps costing morethan 0 ?
googleplaystore.csv,free apps that cost more than 0 ?
googleplaystore.csv,are there any apps that are free that cost 0 or more ?
googleplaystore.csv,can you tell me if any apps that are free cost more that . 00$ ?
Suicide.csv,are there any records that have a suicide rate less than 0 ?
Suicide.csv,is the suicide rate less than 0 on any of the records ?
Suicide.csv,are there any records that have a suicide rate under 0 ?
Suicide.csv,is there recordings of a suicide rate being less than 0 ?
Suicide.csv,do any records exist that have a suicide rate less than 0 ?
Suicide.csv,do any records have a less than 0 suicide rate ?
Suicide.csv,is there any records that show a rate of suicide that is less than 0 .
Suicide.csv,are there any records that have a suicide rate less than 0 >
Suicide.csv,is there a suicide rate that 's less than 0 ?
Suicide.csv,is there records for suicide rates less than 0 ?
Suicide.csv,will there be any records that have a suicide rate less than 0 ?
Suicide.csv,can you find any history with a rate less than 0 for suicide ?
Suicide.csv,what records have a suicide rate less than 0 ?
Suicide.csv,are there negative suicide rates in any records ?
Suicide.csv,can you find a record that has less than zero suicide rate ?
Suicide.csv,produce any records of suicide rates that are fewer than 0 .
Suicide.csv,which records have suicide rates less than 0 ?
Suicide.csv,do you see any data that shows a negative rate for suicide ?
Suicide.csv,are there any years with suicide rates that are much larger than that of other years ?
Suicide.csv,are there any past years that have had a higher suicide rate in comparison to other years ?
Suicide.csv,do any years have much larger suicide rates than any other year ?
Suicide.csv,were there any years with a lot more suicides than any other year ?
Suicide.csv,is there any years with suicide rates that are much bigger than that of other years ?
Suicide.csv,can you show me any years that have significantly higher suicide rates ?
Suicide.csv,do some years exist with suicide rates that are much larger than that of other years ?
Suicide.csv,is there some years has more suicide rates than others ?
Suicide.csv,are there any years with suicide rates that are a lot bigger than that of different years ?
Suicide.csv,are there any suicide rate years that spike higher than other years ?
Suicide.csv,is there any years in which the rate of suicide is bigger than the rate of other years .
Suicide.csv,"which , if any , years are the suicide rates a lot higher than other years ?"
Suicide.csv,do you see any specific years where the rate of suicide is significantly greater ?
Suicide.csv,show me years that have significantly greater rates of suicide .
Suicide.csv,can you find years in which the suicide rate are larger than other years ?
International football results from 1872 to 2019.csv,show the extreme matches in which the score difference is more than 5 .
International football results from 1872 to 2019.csv,where are the extreme matches with a score difference of more than 5 ?
International football results from 1872 to 2019.csv,which extreme matches have a score difference of more than five ?
International football results from 1872 to 2019.csv,can you tell me the extreme matches in which there is a score diffrence of more than 5 ?
International football results from 1872 to 2019.csv,display any outlying matches that have a score difference of more than five .
International football results from 1872 to 2019.csv,what are the extreme matches where the score difference is more than 5 ?
International football results from 1872 to 2019.csv,which extreme matches have a score difference of more than 5 ?
International football results from 1872 to 2019.csv,identify the extreme matches in which the score differential is greater than 5 .
International football results from 1872 to 2019.csv,indicate the extreme matches with a score difference of more than 5 .
International football results from 1872 to 2019.csv,show only matches where the scores differ by more than 5 points .
International football results from 1872 to 2019.csv,examine the matches and find the extreme instances in which the differences in scores was greater than 5 .
International football results from 1872 to 2019.csv,"when the score difference is more than 5 , please list the extreme matches to this ."
International football results from 1872 to 2019.csv,find the matches the score difference was greater than 5 .
International football results from 1872 to 2019.csv,show me the most similair matches with a score differencial more than 5 .
International football results from 1872 to 2019.csv,identify any matches with big wins of greater than 5 difference in score
International football results from 1872 to 2019.csv,i 'd like to see any matches that have a score difference above five .
International football results from 1872 to 2019.csv,"if the score difference is extreme , more than 5 , i want you to show it to me ."
International football results from 1872 to 2019.csv,does the dataset have any anomalous matches in which the score difference is more than 5 ?
International football results from 1872 to 2019.csv,"look at the dataset , and see if any matches are anomalous , that is , they have a score difference greater than 5 ."
International football results from 1872 to 2019.csv,are there any anomalous matches with a score difference larger than 5 in the dataset ?
International football results from 1872 to 2019.csv,are there score differences of more than 5 in any of the anomalous matches in the dataset ?
International football results from 1872 to 2019.csv,are there any anomalous matches in the dataset in which the score difference is more than 5 ?
International football results from 1872 to 2019.csv,"within the dataset , are there any anomalous matches that have a score difference of more than 5 ?"
International football results from 1872 to 2019.csv,can you tell me if the dataset has any anomalous matches in which the difference in score is greater than 5 ?
International football results from 1872 to 2019.csv,do the results have any unexpected matches where the variation is greater than 5 ?
International football results from 1872 to 2019.csv,do the results show any anomalous matches where the score difference was more than 5 ?
International football results from 1872 to 2019.csv,does the dataset have any atypical matches with a score differencial greater than 5 ?
International football results from 1872 to 2019.csv,are there any unusual results with a difference of more than five in score ?
International football results from 1872 to 2019.csv,"are there any unusual matches , with a score difference of more than 5 , that stand out ?"
International football results from 1872 to 2019.csv,are there any anomalies in the data when the score difference is more than 5 ?
International football results from 1872 to 2019.csv,review this dataset and identify any anamalous matches with a score difference greater than 5 .
International football results from 1872 to 2019.csv,show me the dataset with any atypical matches in which the score diffrencer is more than 5 .
life-expectancy-by-state.csv,are there any anomalies in the growth rates of asian countries ?
life-expectancy-by-state.csv,please list any anomalies in asian countries growth rates .
life-expectancy-by-state.csv,are there any asian countries with anomalous growth rates ?
life-expectancy-by-state.csv,do the growth rates for asian countries have any anomalies ?
life-expectancy-by-state.csv,is there any anomalies in the growth rate of asian countries ?
life-expectancy-by-state.csv,do any asian countries have any anomalies in their growth rate ?
life-expectancy-by-state.csv,what are the anomalies in the growth rates of asian countries ?
life-expectancy-by-state.csv,is there any anomalies in the growth rates of asian countries ?
life-expectancy-by-state.csv,could you tell me if there are any anomalies within the data for the growth rates of asian countries ?
life-expectancy-by-state.csv,do any asian countries have anomalous growth rates ?
life-expectancy-by-state.csv,what anomalies are seen in the asian countries rates of growth ?
life-expectancy-by-state.csv,"in all asian countries , are there any variances in the growth rates ?"
life-expectancy-by-state.csv,list all the anomalies in the growth rates of all asian countries .
life-expectancy-by-state.csv,do asian countries have and differences in growth rates from other countries ?
life-expectancy-by-state.csv,retrieve the anomalies in the growth rates of asian countries .
life-expectancy-by-state.csv,in all the asian countires show me the anomalies in their growth rates .
life-expectancy-by-state.csv,are there any outliers in the mortality rates due to cancer in american states ?
life-expectancy-by-state.csv,what are the outliers in cancer mortality rates in american states ?
life-expectancy-by-state.csv,"in the mortality rates due to cancer in american states , have you found outliers ?"
life-expectancy-by-state.csv,do the us states have any outliers in their cancer mortality rates ?
life-expectancy-by-state.csv,show me outliers in the mortality rates due to cancer in american states ?
life-expectancy-by-state.csv,what are the outliers regarding cancer mortality rates across america ?
life-expectancy-by-state.csv,"in american states , what are the outliers in the mortality rates due to cancer ?"
life-expectancy-by-state.csv,do any american states have any outliers in their mortality rate due to cancer ?
life-expectancy-by-state.csv,show me the outliers in the mortality rates due to cancer in american states .
life-expectancy-by-state.csv,are any american states outliers in regard to cancer mortality rates ?
life-expectancy-by-state.csv,"in death rates due to cancer in america , are their any outliers ?"
life-expectancy-by-state.csv,in cancer rates in the united states are there any deviations in the mortality rates ?
life-expectancy-by-state.csv,is there any outliers included in the mortality rates due to cancer in america ?
life-expectancy-by-state.csv,are there any deaths from cancer that seem different than the majority of cancer deaths in america ?
life-expectancy-by-state.csv,"when you consider the mortality rates due to cancer , are there any american states that are outliers ?"
life-expectancy-by-state.csv,"in american states , are there any anomalies regarding cancer mortality rates ?"
life-expectancy-by-state.csv,are there any outliers inside the mortality charges because of cancer in american states ?
life-expectancy-by-state.csv,is there anything unusual about the vegetation coverage in brazil in recent years ?
life-expectancy-by-state.csv,has there been anything strange happening with brazil 's vegetation ground cover recently ?
life-expectancy-by-state.csv,"in recent years , are there any unusual observations about brazil 's vegetation coverage ?"
life-expectancy-by-state.csv,"in recent years , have you noticed anything abnormal about the vegetation coverage in brazil ?"
life-expectancy-by-state.csv,is there any abnormalities with the vegetative cover in brazil in recent years ?
life-expectancy-by-state.csv,can you tell me anything unusual about vegetation coverae in brazil in recent years ?
life-expectancy-by-state.csv,can you tell me if there is anything unusual about the vegetation coverage in brazil in recent years ?
life-expectancy-by-state.csv,is anything about the coverage of vegetation in brazil in recent years unusual ?
life-expectancy-by-state.csv,is there anything uncommon about the vegetation coverage in brazil in recent years ?
life-expectancy-by-state.csv,has brazil 's vegetation coverage been unusual in the past few years ?
life-expectancy-by-state.csv,"in recent years , tell me what is unusual about the vegetation in brazil ."
life-expectancy-by-state.csv,what anomalies occur with brazilian vegetation coverage in recent years ?
births.csv,find the outliers with extremely high gender ratios among the neighborhoods from 2014 to 2017 .
births.csv,show me the outliers with extremely high gender rations amongst the neighbourhoods from 2014 to 2017
births.csv,locate the extremely high gender ratio outliers among the neighborhoods from 2014 to 2017 .
births.csv,check the years from 2014 to 2017 for outliers where the gender ratio is extremely high .
births.csv,retrieve the outliers that have extremely high gender ratios in the neighborhoods from 2014 to 2017 .
births.csv,show me outliers of high gender ratios among neighborhoods between 2014 and 2017
births.csv,"locate the outliers , amongst the neighborhoods , with extremely high gender ratios from 2014 to 2017 ."
births.csv,research for outliers in neighborhoods with severly high gender ratios from the year 2014 to 2017 .
births.csv,locate the outliers with very elevated gender ratios throughout the communities from 2014 to 2017 .
births.csv,search the outliers with paramount gender ratios among the neighborhoods from 2014 to 2017 .
births.csv,can you look for the outliers with extremely high gender ratios among the neighborhoods from 2014 to 2017 ?
births.csv,which neighborhoods had female to male birth ratios that were outside of the normal range from 2014 to 2017 ?
births.csv,please show me from the years 2014 to 2017 the extremely high gender ratios among the neighborhoods of the outliers ?
births.csv,find the extremely high gender ratios from the neighborhoods between 2014 and 2017 .
births.csv,where there any very high differences in gender ratios in the neighborhood between 2014 and 2017 ?
top250-00-19.csv,is it possible to buy a player with a transfer fee lower than his market value ?
top250-00-19.csv,can you buy a transfer player for less than his market value ?
top250-00-19.csv,can you purchase a player with a transfer fee lower than their market value ?
top250-00-19.csv,can you buy a player with a transfer fee for lower than his market value ?
top250-00-19.csv,can a player be bought with a transfer fee lower than his market value ?
top250-00-19.csv,can one buy a player with a transfer fee lower than his market value ?
top250-00-19.csv,can you buy a player with a transfer fee lower than his market value ?
top250-00-19.csv,can you tell me if it is possible to buy a player with a transfer fee lower than his market value ?
top250-00-19.csv,can you purchase a player with lower transfer fee than the market value ?
top250-00-19.csv,could you buy a player with his market value higher than a transfer fee ?
top250-00-19.csv,is there a possible way to buy a player with a transfer fee that is lower than the market value ?
top250-00-19.csv,can an individual buy a player with a transfer fee lower than his market value ?
top250-00-19.csv,can i buy a player with a transfer fee under his market value ?
top250-00-19.csv,can a player with a transfer fee be bought less than his market value ?
top250-00-19.csv,can a player be bought if his transfer fee is lower than his market value ?
top250-00-19.csv,can transferred players be bought for prices lower than their market value ?
top250-00-19.csv,show me if it is possible to buy a player with a transfer fee lower than his market value .
top250-00-19.csv,if a player has a transfer fee that is lower than his market value can that player be bought ?
marry.csv,select the area that has more divorced people than married people .
marry.csv,highlight the region with more divorcees than married .
marry.csv,please choose the area that has a greater number of divored than it has married people .
marry.csv,please indicate the area that contains a greater number of divorced individuals versus married individuals .
marry.csv,highlight the area that has more divorced people than married people .
marry.csv,show me the area that has more divorce people than married people
marry.csv,can you choose the area that has more divorced people than married people ?
marry.csv,what area has more divorced people than married people ?
marry.csv,pick the region with more divorced people than those who are married .
marry.csv,please choose the area in which there are less married people than divorced people .
marry.csv,in which region can you find more divorced people than married couples ?
marry.csv,show me the area that contains less married people than divorced people
top250-00-19.csv,is there any player whose transfer_fee was two times larger than his market_fee ?
top250-00-19.csv,identify if there were any players that had a transfer_fee that was double their market_fee .
top250-00-19.csv,are there any players whose transfer_fee was twice the amount of his market_fee ?
top250-00-19.csv,are there any players whose transfer_fee has been double his market_fee ?
top250-00-19.csv,can you tell us if any players transfer_fee was two times larger than his market_fee ?
top250-00-19.csv,"what players , if any , had a transfer_fee that was twice as large as their market_fee ?"
top250-00-19.csv,has any player exceeded their market valuation by double their transfer fee ?
top250-00-19.csv,which players have a transfer_fee that is two times larger than his market_fee ?
top250-00-19.csv,are there any players whose transfer free was twice as large as their market fee ?
top250-00-19.csv,which players ' transfer_fee was double their market_fee
golden_globe_awards.csv,is there any outlier in the winners of best television according to age ?
golden_globe_awards.csv,"in regards to the ages of best television winners , i 'd like to know if there are any outliers in that distribution ."
golden_globe_awards.csv,"in the best television category , are there any winners that are significantly older or younger than all the others ?"
golden_globe_awards.csv,"in the best television category , is there any winner that is an outlier considering age ?"
golden_globe_awards.csv,"based on age alone , do you think there is an outlier in the winners of best television category ?"
golden_globe_awards.csv,can you tell me if there is any outlier in the winners of best television according to age .
golden_globe_awards.csv,indicate any age outliers from best television winners .
golden_globe_awards.csv,are any outliers present in the age of winners of best television ?
golden_globe_awards.csv,do any best television winners fall outside the average age range ?
golden_globe_awards.csv,are there any extremely young or old winners of the best television award ?
golden_globe_awards.csv,list any and all outliers from the winners of the best television in relation to age ?
golden_globe_awards.csv,check if there is an outlier in the winners of best television according to age .
golden_globe_awards.csv,looking at the winners of best television is there an irregularly when it comes to age ?
golden_globe_awards.csv,are there any results which lie far outside the normal range among people who have received awards for best television ?
googleplaystore.csv,find the outlier of the ratings among gaming apps .
googleplaystore.csv,"among the ratings of the gaming apps , please find and show the outlier (s ) ."
googleplaystore.csv,find a gaming app that has a rating that falls outside the normal range of scores .
googleplaystore.csv,identify any outlier amongst ratings for gaming apps .
googleplaystore.csv,"among gaming app , find the outlier of the ratings"
googleplaystore.csv,locate the gaming apps ratings outlier .
googleplaystore.csv,determine the outlier of the ratings among gaming apps .
googleplaystore.csv,what are the outlier ratings of the gaming apps ?
googleplaystore.csv,point out the ratings outlier among gaming apps .
googleplaystore.csv,discover the outlier from the ratings among apps .
googleplaystore.csv,seek the outlier of ratings on gaming apps .
googleplaystore.csv,what ratings among gaming apps are outside of the normal range ?
googleplaystore.csv,i request you to find the outlier of the ratings among gaming apps
googleplaystore.csv,which ratings of gaming apps are outside of the standard distributions ?
googleplaystore.csv,which gaming app is an outlier among the others ?
googleplaystore.csv,search where the outlier of the ratings among gaming apps can be located .
googleplaystore.csv,are there any outliers among the ratings of gaming apps ?
googleplaystore.csv,determine if there are any outliers in terms of the gaming app ratings .
googleplaystore.csv,"looking at the ratings of gaming apps , are any far above or below the other ratings ?"
googleplaystore.csv,"in regards to the ratings of the gaming apps , can you find any outliers ?"
googleplaystore.csv,are there any anomalies in the ratings of gaming apps
googleplaystore.csv,"amongst gaming apps , are there any outliers with respect to their ratings ?"
googleplaystore.csv,do gaming apps have an outliers among the ratings ?
googleplaystore.csv,from the ratings of gaming apps are there any outliers ?
googleplaystore.csv,show me if there are any outliers among the ratings of gaming apps
googleplaystore.csv,show me the outliers among the ratings of gaming apps .
googleplaystore.csv,tell me if there are any exceptions among the ratings for gaming apps .
googleplaystore.csv,do you know of any gaming apps ratings outliers ?
googleplaystore.csv,what gaming app ratings have outliers ?
googleplaystore.csv,are there any unusual ratings among gaming apps ?
googleplaystore.csv,who are the outliers of the gaming apps ratings ?
googleplaystore.csv,identify gaming apps whose ratings are significantly above or below the rest of the gaming app ratings .
googleplaystore.csv,"which gaming apps , if any , are considered an outlier ?"
schools.csv,are there any regions that have schools with a rank difference of over 200 ?
schools.csv,which regions have schools with a rank difference of more than 200 ?
schools.csv,are there regions with schools with a difference in rank greater than 200 ?
schools.csv,find any region that has schools with a rank difference higher than 200 .
schools.csv,what regions if any contain schools with a difference in rank above two hundred
schools.csv,do any regions exist that contain schools with a rank difference greater than 200 ?
schools.csv,tell me the regions that have schools with difference in their ranks greater than 200 .
schools.csv,identify any regions that have schools with a rank difference of over 200 .
schools.csv,"which regions have schools with a rank difference over 200 , if any ?"
schools.csv,"by region , are there any schools with a rank difference higher than 200 ?"
schools.csv,show me the regions where schools rank a difference over 200 if any .
schools.csv,"which regions , if any , have schools with a rank difference of over 200 ?"
schools.csv,list any regions that have schools with a 200 rank difference or more .
schools.csv,tell me if there are any regions with schools that have a rank difference of over 200
schools.csv,"if applicable , list any regions containing schools that have a rank difference of 200 of more ."
schools.csv,do any areas have academic institutions that are rated with a separation of more than 200 ?
schools.csv,tell me if there is any region with a rank difference of over 200 between schools .
population.csv,does any county in montana have far more non -white population than the others ?
population.csv,"in the state of montana , do any counties have a considerably higher non -white population count than others ?"
population.csv,which montana county has a larger non -white popultion compared to others ?
population.csv,are there any counties in montana with a much greater non -white population than the others ?
population.csv,which counties in montana have a larger nonwhite population ?
population.csv,does montana have any counties with a standout number of non -white people ?
population.csv,are there counties in montana that have more non -white people than others ?
population.csv,is there a county existing in montana containing a noticeably greater amount of inhabitants who are not causasian ?
population.csv,is there a montana county with significantly more non -white population than others ?
population.csv,tell me if there is a county in montana with significantly more non -white people than others .
population.csv,"which county in montana , if any , has a non -white population significantly greater than other counties ?"
population.csv,are there any counties in montana that have much less white people than the others ?
population.csv,"which , if any , county in montana has many more white people than other groups ?"
population.csv,which county in montana has a higher population of non -white people compared to others .
population.csv,is there any more non -white population in any county in montana than the others ?
population.csv,where in montana does a county have far more non -white population than the others ?
golden_globe_awards.csv,is there anything wrong with the number of movies released in 2000 ?
golden_globe_awards.csv,is there an error in the number of released movies for 2000 ?
golden_globe_awards.csv,"what problems , if any , surround the number of movies released in 2000 ?"
golden_globe_awards.csv,is there an error with how many movies were released in the year 2000 ?
golden_globe_awards.csv,are there any problems with the number of movies released in the year 2000 ?
golden_globe_awards.csv,are there any anomalies with respect to the number of movies released in 2000 ?
golden_globe_awards.csv,can you tell me what is wrong with the number of movies released in 2000 ?
golden_globe_awards.csv,is there anything wrong with how many movies were released in 2000
golden_globe_awards.csv,"with the number of films released in 2000 , are there any problems ?"
golden_globe_awards.csv,is the any problem with the number of movies released in 2000 ?
golden_globe_awards.csv,tell me if there were any errors with the amount of movies released in 2000 ?
golden_globe_awards.csv,what is wrong with the number of movies released in 2000 ?
golden_globe_awards.csv,"knowing how many movies were released in 2000 , do you think there is anything wrong with this number ?"
golden_globe_awards.csv,is the number of movies released in 2000 normal ?
golden_globe_awards.csv,are there any discrepancies with the number of movies released in 2000 ?
schools.csv,does the number of private schools have any anomalies in geita in 2009 ?
schools.csv,is there any anomalies in the number of private schools in geita during 2009 ?
schools.csv,was there an anomaly in the number of privates schools in geita in 2009 ?
schools.csv,"in geita , were there any anomalies in the private schools in 2009 ?"
schools.csv,does the quantity of non -public schools have any inconsistencies in geita in 2009 ?
schools.csv,are there any anomalies in the number of private schools in 2009 for geita ?
schools.csv,are there any anomalies in the number of private schools in 2009 in geita ?
schools.csv,can you tell me if the number of private schools in geita in 2009 show any anomalies ?
schools.csv,can you tell me if the number of private schools in geita have any anomalies in 2009 ?
schools.csv,"in 2009 , was there any anomalies with respect to the number of private schools in geita ?"
schools.csv,"in geita in 2009 , did the number of private schools have any anomalies ?"
schools.csv,"are there any anomalies in the number of private schools , in geita , in 2006 ?"
schools.csv,in 2009 what is the number of anomalies among private schools in geita ?
schools.csv,how many anomalies did private schools have in geita in 2009 ?
schools.csv,show me the number of private schools in geita with anomalies in 2009 .
schools.csv,"for 2009 , is the number of private schools in geita outside the given norm ?"
schools.csv,are there any anomalies in the region of geita of private schools in the year 2009 ?
schools.csv,are there any anomalities in the amount of private schools located in geita in the year 2006 ?
schools.csv,what amount of private schools in gita have any anomalies in 2009 ?
schools.csv,are there anomalies in the pass rate of waja springs pr . school in 2006 ?
schools.csv,"in 2006 , were there any anomalies with respect to the pass rate of waja springs pr . school ?"
schools.csv,"in the passing rate of waja springs pr . school , are there any anomalies in 2006 ?"
schools.csv,"in 2006 , did any anomalies exist with regards to the rate of passage of waja springs pr . school ?"
schools.csv,can any abnormalities be found in the pass rates of waja springs pr . school in 2006 ?
schools.csv,are there any passing rate anomalies in 2006 for waja springs pr . school ?
schools.csv,are there irregularities in the pass pace of waja springs pr . school in 2006 ?
schools.csv,are any anomalies present among the pass rate of students in waja springs pr . school in the year 2006 ?
schools.csv,is there something different about the pass rate of waja springs pr . school in 2006 ?
schools.csv,"using the 2006 waja springs pr . school pass rate data , identify any anomolies or outliers ."
schools.csv,show me if there are anomalies in the pass rate of waja springs pr . school in 2006 .
schools.csv,did waja springs pr . school have any anomalies in 2006 ?
schools.csv,indicate any anomalies in 2006 for the pass rate of waja springs pr . school .
schools.csv,what were the outliers in 2006 in the pass rate of waja springs pr . school ?
schools.csv,does the pass rate of waja springs pr . school in 2006 appear out of the ordinary ?
schools.csv,"for the pass rate of waja springs pr . school in 2006 , is there anything unusual or unexpected ?"
schools.csv,what if any are the anomalies in the pass rate of the 2006 waja springs pr school
schools.csv,could you tell me any irregularities in the waja springs pr . school past rate in 2006 ?
bike.csv,"is there any trip that takes more than 1,000 minutes ?"
bike.csv,do you know of any trip that would take longer than 1000 minutes ?
bike.csv,"do any trips have a longer commute than 1,000 minutes ?"
bike.csv,"are there any trips that take longer than 1,000 minutes ?"
bike.csv,"are any trips longer than 1,000 minutes ?"
bike.csv,"do you know of any trips that take longer than 1,000 minutes ?"
bike.csv,"does the travel time of any trips require more than 1,000 minutes ?"
bike.csv,"what trips , if any , take longer than 1,000 minutes"
bike.csv,"are there any trips that take more than 1,000 minutes ?"
bike.csv,"do you know of any trips that might take more than 1,000 minutes ?"
bike.csv,"tell me trips that are longer than 1,000 minutes"
bike.csv,show me any trips that take more than 1000 minutes .
bike.csv,"name a trip which takes longer than 1,000 minutes"
bike.csv,"when thinking of trips that take more than 1,000 minutes , are there any that comes to mind ?"
bike.csv,"can you tell me if there are any trips that take more than 1,000 minutes ?"
bike.csv,"show me if there any tip that takes more than 1,000 minutes !"
bike.csv,"show me a trip that takes more 1,000 minutes ."
